11,10,24,145,14,17,11,3,20,14,7,3,7,
10,8,31,52,34,12,28,16,9,13,14,9,23,
8,3,26,12,42,10,12,8,0,6,2,1,3,
13,10,13,170,3,3,14,2,29,23,15,6,36,
6,2,0,25,11,8,12,7,0,0,3,0,4,
8,6,19,37,23,22,15,10,3,3,8,0,2,
11,1,176,5,8,0,24,93,0,6,0,56,0,
5,8,7,30,25,25,3,2,11,3,9,0,1,
9,4,26,30,14,6,14,9,4,10,7,17,13,
2,2,0,4,6,5,0,0,1,0,0,0,0,
9,0,22,0,0,0,10,14,0,0,0,4,0,
4,6,13,13,20,18,2,12,8,2,5,1,3,
0,5,0,0,58,36,0,0,7,0,8,0,0,
6,0,31,0,0,0,4,24,0,0,0,6,0,
6,4,14,11,16,5,1,11,2,3,2,0,3,
3,3,3,4,9,4,2,9,0,0,0,0,0,
0,6,0,0,12,25,0,0,15,0,12,0,0,
5,3,4,5,20,0,2,3,0,3,0,0,1,
6,4,36,15,33,1,3,11,0,17,3,6,5,
0,4,0,0,7,7,0,0,3,0,1,0,0,
5,4,15,10,17,0,0,5,0,5,1,0,4,
0,6,0,0,20,20,0,0,25,0,6,0,0,
5,0,31,0,0,0,6,27,0,0,0,2,0,
4,0,15,0,0,0,5,23,0,0,0,1,0,
5,1,63,5,21,0,1,26,0,2,0,5,0,
4,3,13,11,7,1,0,0,0,6,0,0,13,
1,3,2,1,9,4,0,2,0,0,0,0,0,
0,3,0,0,3,12,0,0,9,0,0,0,0,
0,4,0,0,8,5,0,0,1,0,4,0,0,
0,4,0,0,3,7,0,0,6,0,7,0,0,
0,2,0,0,4,2,0,0,0,0,0,0,0,
0,2,0,0,6,3,0,0,1,0,0,0,0,
0,2,0,0,22,10,0,0,1,0,0,0,0,
0,2,0,0,15,6,0,0,0,0,1,0,0,
0,2,0,0,15,5,0,0,0,0,0,0,0,
0,1,0,0,5,3,0,0,0,0,0,0,0,
0,1,0,0,5,4,0,0,0,0,0,0,0,
0,1,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,4,2,0,0,0,0,0,0,0,
0,1,0,0,9,7,0,0,0,0,0,0,0,
0,1,0,0,3,4,0,0,0,0,0,0,0,
0,1,0,0,0,3,0,0,0,0,0,0,0,
0,1,0,0,0,2,0,0,0,0,0,0,0,
0,1,0,0,9,7,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,2,0,0,0,0,0,0,0,0,
0,1,0,0,2,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,5,4,0,0,0,0,0,0,0,
0,1,0,0,3,4,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,3,1,0,0,0,0,0,0,0,
0,1,0,0,1,2,0,0,0,0,0,0,0,
0,1,0,0,0,1,0,0,0,0,0,0,0,
0,1,0,0,15,4,0,0,0,0,0,0,0,
0,1,0,0,4,2,0,0,0,0,0,0,0,
0,1,0,0,1,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
